row,original_id,field_name,original_value,varied_value,variation_type,entity_type,duplicate_id
33,8d9fc5bb-b04e-4114-92b2-52e20bef77b9,email,michaelmarquez@healthcare.org,michaelmavquez@healthcare.org,Email Typo,HealthcarePersonnel,Person34
34,79afe7fd-b6ac-4f61-8b6e-26d7200fdfb8,jobTitle,Pediatrician,Pediatircian,Job Title Typo,HealthcarePersonnel,Person35
34,79afe7fd-b6ac-4f61-8b6e-26d7200fdfb8,email,carolynmoore@healthcare.org,,omission,HealthcarePersonnel,Person35
34,79afe7fd-b6ac-4f61-8b6e-26d7200fdfb8,email,carolynmoore@healthcare.org,carolypmoore@healthcare.org,Email Typo,HealthcarePersonnel,Person35
35,1f68497c-8199-4b6f-9590-1aedc7adbcb1,knowsLanguage,et,,omission,Person,Person36
35,1f68497c-8199-4b6f-9590-1aedc7adbcb1,personName,Daniel Glover,Glover Daniel,Name Order Change,Person,Person36
36,fec73137-0e94-4750-9858-ae084794f991,birthDate,1994-11-18,,omission,Person,Person37
36,fec73137-0e94-4750-9858-ae084794f991,email,kristihenderson@healthcare.org,kristihendkrson@healthcare.org,Email Typo,HealthcarePersonnel,Person37
36,fec73137-0e94-4750-9858-ae084794f991,personName,Kristi Henderson,K. Henderson,Name Abbreviation,Person,Person37
36,fec73137-0e94-4750-9858-ae084794f991,jobTitle,Optician,Opticain,Job Title Typo,HealthcarePersonnel,Person37
37,eb718df2-e0c9-4ddb-8679-dc41cc9dca07,knowsLanguage,nl,,omission,Person,Person38
37,eb718df2-e0c9-4ddb-8679-dc41cc9dca07,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person38
37,eb718df2-e0c9-4ddb-8679-dc41cc9dca07,birthDate,1989-06-29,29-06-1989,Birth Date Format Change,Person,Person38
37,eb718df2-e0c9-4ddb-8679-dc41cc9dca07,personName,Cynthia Moreno,C. Moreno,Name Abbreviation,Person,Person38
37,eb718df2-e0c9-4ddb-8679-dc41cc9dca07,jobTitle,Optometrist,Optmoetrist,Job Title Typo,HealthcarePersonnel,Person38
37,eb718df2-e0c9-4ddb-8679-dc41cc9dca07,email,cynthiamoreno@healthcare.org,cynthcamoreno@healthcare.org,Email Typo,HealthcarePersonnel,Person38
38,021d14e0-9899-43f4-b54d-f31abc6121cb,email,christopherespinoza@healthcare.org,christophlrespinoza@healthcare.org,Email Typo,HealthcarePersonnel,Person39
38,021d14e0-9899-43f4-b54d-f31abc6121cb,jobTitle,Plastic Surgeon,PlasticS urgeon,Job Title Typo,HealthcarePersonnel,Person39
38,021d14e0-9899-43f4-b54d-f31abc6121cb,jobTitle,Plastic Surgeon,,omission,HealthcarePersonnel,Person39
39,a1b05717-123e-48f3-a856-b84dac9ac64e,jobTitle,Reconstructive Specialist,Reconstructive Sepcialist,Job Title Typo,HealthcarePersonnel,Person40
39,a1b05717-123e-48f3-a856-b84dac9ac64e,birthDate,1964-11-26,,omission,Person,Person40
40,3febbe3a-bfcb-457c-bd51-e65febe0557a,email,philliprichardson@healthcare.org,,omission,HealthcarePersonnel,Person41
41,ff6581ca-1748-4b1c-9d61-b002011b529e,knowsLanguage,nl,,omission,Person,Person42
41,ff6581ca-1748-4b1c-9d61-b002011b529e,email,anthonygilbert@healthcare.org,anthonygilbewt@healthcare.org,Email Typo,HealthcarePersonnel,Person42
41,ff6581ca-1748-4b1c-9d61-b002011b529e,jobTitle,Vision Therapist,Vision Therapits,Job Title Typo,HealthcarePersonnel,Person42
42,ac8822f8-2831-4bdf-b3b7-c415367a413f,jobTitle,X-Ray Technician,,omission,HealthcarePersonnel,Person43
43,1fae9d17-471d-4a2e-9f53-d03e90d96339,jobTitle,Plastic Surgeon,,omission,HealthcarePersonnel,Person44
43,1fae9d17-471d-4a2e-9f53-d03e90d96339,email,brittanykim@healthcare.org,brittanhkim@healthcare.org,Email Typo,HealthcarePersonnel,Person44
43,1fae9d17-471d-4a2e-9f53-d03e90d96339,birthDate,1966-09-14,14-09-1966,Birth Date Format Change,Person,Person44
43,1fae9d17-471d-4a2e-9f53-d03e90d96339,personName,Brittany Kim,B. Kim,Name Abbreviation,Person,Person44
43,1fae9d17-471d-4a2e-9f53-d03e90d96339,jobTitle,Plastic Surgeon,Plasti cSurgeon,Job Title Typo,HealthcarePersonnel,Person44
44,070ac028-e7b2-436a-9a1c-27488294e021,personName,Kathleen Fowler,K. Fowler,Name Abbreviation,Person,Person45
44,070ac028-e7b2-436a-9a1c-27488294e021,knowsLanguage,de,German,Language Representation Change,Person,Person45
44,070ac028-e7b2-436a-9a1c-27488294e021,knowsLanguage,de,,omission,Person,Person45
44,070ac028-e7b2-436a-9a1c-27488294e021,birthDate,1988-05-26,26-05-1988,Birth Date Format Change,Person,Person45
45,976e6de5-b434-4ec5-b23d-b86b6449cb26,birthDate,1974-06-11,11-06-1974,Birth Date Format Change,Person,Person46
45,976e6de5-b434-4ec5-b23d-b86b6449cb26,personName,Stephanie Owen,Owen Stephanie,Name Order Change,Person,Person46
45,976e6de5-b434-4ec5-b23d-b86b6449cb26,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person46
45,976e6de5-b434-4ec5-b23d-b86b6449cb26,email,stephanieowen@healthcare.org,,omission,HealthcarePersonnel,Person46
46,20fd8edf-a20e-42ab-a504-458552b1540d,personName,Kevin Carter,K. Carter,Name Abbreviation,Person,Person47
46,20fd8edf-a20e-42ab-a504-458552b1540d,knowsLanguage,et,,omission,Person,Person47
46,20fd8edf-a20e-42ab-a504-458552b1540d,birthDate,1990-07-27,27-07-1990,Birth Date Format Change,Person,Person47
47,fc63b1fb-1023-4f86-b25b-c3708f04c96d,knowsLanguage,nl,,omission,Person,Person48
47,fc63b1fb-1023-4f86-b25b-c3708f04c96d,email,kendralopez@healthcare.org,keddralopez@healthcare.org,Email Typo,HealthcarePersonnel,Person48
48,eb8afc40-af24-4d5a-b896-72f64e00b989,email,jameswhitaker@healthcare.org,,omission,HealthcarePersonnel,Person49
48,eb8afc40-af24-4d5a-b896-72f64e00b989,jobTitle,Diet Technician,Diet Tecnhician,Job Title Typo,HealthcarePersonnel,Person49
49,1b3252e9-7a59-4681-a02d-7023437200a4,jobTitle,Child Life Specialist,,omission,HealthcarePersonnel,Person50
49,1b3252e9-7a59-4681-a02d-7023437200a4,email,brandonfuller@healthcare.org,brandoxfuller@healthcare.org,Email Typo,HealthcarePersonnel,Person50
49,1b3252e9-7a59-4681-a02d-7023437200a4,jobTitle,Child Life Specialist,Chil dLife Specialist,Job Title Typo,HealthcarePersonnel,Person50
50,0d94bd4b-56b8-4e72-851c-53c18e479952,knowsLanguage,nl,,omission,Person,Person51
51,01b7a7c7-d2a9-483e-b3a3-6fc5de974c55,birthDate,1961-04-21,,omission,Person,Person52
51,01b7a7c7-d2a9-483e-b3a3-6fc5de974c55,birthDate,1961-04-21,21-04-1961,Birth Date Format Change,Person,Person52
51,01b7a7c7-d2a9-483e-b3a3-6fc5de974c55,personName,Kristin Lopez,Lopez Kristin,Name Order Change,Person,Person52
52,3bc4b4b2-a018-4f61-b8b2-2eb38ededebd,personName,Tamara Anderson,T. Anderson,Name Abbreviation,Person,Person53
52,3bc4b4b2-a018-4f61-b8b2-2eb38ededebd,email,tamaraanderson@healthcare.org,,omission,HealthcarePersonnel,Person53
52,3bc4b4b2-a018-4f61-b8b2-2eb38ededebd,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person53
52,3bc4b4b2-a018-4f61-b8b2-2eb38ededebd,jobTitle,Foot Care Nurse,Foot Caer Nurse,Job Title Typo,HealthcarePersonnel,Person53
53,bd1f8f39-b80e-434b-af89-ee8cf5d9b00c,jobTitle,Foot Care Nurse,,omission,HealthcarePersonnel,Person54
53,bd1f8f39-b80e-434b-af89-ee8cf5d9b00c,email,dawnjackson@healthcare.org,dawndackson@healthcare.org,Email Typo,HealthcarePersonnel,Person54
53,bd1f8f39-b80e-434b-af89-ee8cf5d9b00c,personName,Dawn Jackson,Jackson Dawn,Name Order Change,Person,Person54
54,e7f98bb5-537f-4759-9539-2b6e8bc0e5bf,email,stephaniemendoza@healthcare.org,,omission,HealthcarePersonnel,Person55
55,c30ccdd8-1cda-4e2b-8ced-b02dc0dc83c7,birthDate,1960-05-23,23-05-1960,Birth Date Format Change,Person,Person56
55,c30ccdd8-1cda-4e2b-8ced-b02dc0dc83c7,personName,Peter Bush,Bush Peter,Name Order Change,Person,Person56
55,c30ccdd8-1cda-4e2b-8ced-b02dc0dc83c7,email,peterbush@healthcare.org,,omission,HealthcarePersonnel,Person56
55,c30ccdd8-1cda-4e2b-8ced-b02dc0dc83c7,email,peterbush@healthcare.org,peterbosh@healthcare.org,Email Typo,HealthcarePersonnel,Person56
56,f121910e-b580-4601-8f69-8312c844e82b,email,marycampbell@healthcare.org,mamycampbell@healthcare.org,Email Typo,HealthcarePersonnel,Person57
56,f121910e-b580-4601-8f69-8312c844e82b,personName,Mary Campbell,Campbell Mary,Name Order Change,Person,Person57
56,f121910e-b580-4601-8f69-8312c844e82b,jobTitle,Anesthesiologist,,omission,HealthcarePersonnel,Person57
56,f121910e-b580-4601-8f69-8312c844e82b,birthDate,1996-09-11,11-09-1996,Birth Date Format Change,Person,Person57
56,f121910e-b580-4601-8f69-8312c844e82b,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person57
57,0d10734c-c711-4dca-9401-38321122da51,birthDate,1969-05-28,28-05-1969,Birth Date Format Change,Person,Person58
57,0d10734c-c711-4dca-9401-38321122da51,personName,Julie Valencia,J. Valencia,Name Abbreviation,Person,Person58
57,0d10734c-c711-4dca-9401-38321122da51,jobTitle,Anesthesiologist,Anestehsiologist,Job Title Typo,HealthcarePersonnel,Person58
57,0d10734c-c711-4dca-9401-38321122da51,knowsLanguage,de,,omission,Person,Person58
57,0d10734c-c711-4dca-9401-38321122da51,knowsLanguage,de,German,Language Representation Change,Person,Person58
58,db8a4c7f-f41d-47b3-b083-75a3556744ac,email,kevinsolis@healthcare.org,,omission,HealthcarePersonnel,Person59
58,db8a4c7f-f41d-47b3-b083-75a3556744ac,email,kevinsolis@healthcare.org,kevcnsolis@healthcare.org,Email Typo,HealthcarePersonnel,Person59
59,b5d858b9-f269-4daf-9e3c-dacad0db9f19,jobTitle,Orthopedic Nurse,,omission,HealthcarePersonnel,Person60
59,b5d858b9-f269-4daf-9e3c-dacad0db9f19,personName,Randy Stein,R. Stein,Name Abbreviation,Person,Person60
59,b5d858b9-f269-4daf-9e3c-dacad0db9f19,email,randystein@healthcare.org,raydystein@healthcare.org,Email Typo,HealthcarePersonnel,Person60
60,cf61fbd5-15be-46c0-9bbe-10d2b4a50102,personName,James Kim,J. Kim,Name Abbreviation,Person,Person61
60,cf61fbd5-15be-46c0-9bbe-10d2b4a50102,birthDate,1977-01-27,,omission,Person,Person61
61,898cc7ae-fa29-4675-b1a0-9fb4143f5774,jobTitle,Epidemiologist,Epidemiologsit,Job Title Typo,HealthcarePersonnel,Person62
61,898cc7ae-fa29-4675-b1a0-9fb4143f5774,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person62
61,898cc7ae-fa29-4675-b1a0-9fb4143f5774,personName,Jacqueline Williams,Williams Jacqueline,Name Order Change,Person,Person62
61,898cc7ae-fa29-4675-b1a0-9fb4143f5774,email,jacquelinewilliams@healthcare.org,jacquelznewilliams@healthcare.org,Email Typo,HealthcarePersonnel,Person62
61,898cc7ae-fa29-4675-b1a0-9fb4143f5774,email,jacquelinewilliams@healthcare.org,,omission,HealthcarePersonnel,Person62
62,666fd7d1-0bea-4838-a9c6-c559d42f0328,personName,Darryl Bell,D. Bell,Name Abbreviation,Person,Person63
62,666fd7d1-0bea-4838-a9c6-c559d42f0328,birthDate,1963-04-26,26-04-1963,Birth Date Format Change,Person,Person63
62,666fd7d1-0bea-4838-a9c6-c559d42f0328,knowsLanguage,de,,omission,Person,Person63
63,96e743ae-f3dc-4608-b3f5-5dae23bbbc63,jobTitle,Neurosurgeon,Neruosurgeon,Job Title Typo,HealthcarePersonnel,Person64
63,96e743ae-f3dc-4608-b3f5-5dae23bbbc63,birthDate,1962-07-21,,omission,Person,Person64
64,d5221afa-f98d-434f-9904-6f5305039e3b,jobTitle,MRI Technologist,,omission,HealthcarePersonnel,Person65
64,d5221afa-f98d-434f-9904-6f5305039e3b,personName,Gail Gomez,G. Gomez,Name Abbreviation,Person,Person65
64,d5221afa-f98d-434f-9904-6f5305039e3b,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person65
65,b8d0b72f-3da8-4e21-96a9-19ab1f8f1161,birthDate,1969-05-16,16-05-1969,Birth Date Format Change,Person,Person66
65,b8d0b72f-3da8-4e21-96a9-19ab1f8f1161,personName,Kathryn Gonzalez,K. Gonzalez,Name Abbreviation,Person,Person66
65,b8d0b72f-3da8-4e21-96a9-19ab1f8f1161,email,kathryngonzalez@healthcare.org,,omission,HealthcarePersonnel,Person66
66,55468e35-e4f4-4b76-9961-c661232b2901,birthDate,1978-06-20,20-06-1978,Birth Date Format Change,Person,Person67
66,55468e35-e4f4-4b76-9961-c661232b2901,personName,Tara Butler,Butler Tara,Name Order Change,Person,Person67
66,55468e35-e4f4-4b76-9961-c661232b2901,knowsLanguage,de,German,Language Representation Change,Person,Person67
66,55468e35-e4f4-4b76-9961-c661232b2901,birthDate,1978-06-20,,omission,Person,Person67
66,55468e35-e4f4-4b76-9961-c661232b2901,email,tarabutler@healthcare.org,tarabutljr@healthcare.org,Email Typo,HealthcarePersonnel,Person67
67,d5964131-dcb3-4aaf-9a0b-de0e1ee9f778,email,laurenkelley@healthcare.org,lourenkelley@healthcare.org,Email Typo,HealthcarePersonnel,Person68
67,d5964131-dcb3-4aaf-9a0b-de0e1ee9f778,birthDate,1983-02-14,,omission,Person,Person68
67,d5964131-dcb3-4aaf-9a0b-de0e1ee9f778,jobTitle,Rheumatologist,Rheumaotlogist,Job Title Typo,HealthcarePersonnel,Person68
67,d5964131-dcb3-4aaf-9a0b-de0e1ee9f778,birthDate,1983-02-14,14-02-1983,Birth Date Format Change,Person,Person68
67,d5964131-dcb3-4aaf-9a0b-de0e1ee9f778,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person68
67,d5964131-dcb3-4aaf-9a0b-de0e1ee9f778,personName,Lauren Kelley,Kelley Lauren,Name Order Change,Person,Person68
68,7395a4de-54de-4a57-b7f5-9479bbb1590f,knowsLanguage,de,,omission,Person,Person69
69,dfeaf29e-ef57-4eda-a2c7-039aa77d38c8,jobTitle,Radiologist,Radiologits,Job Title Typo,HealthcarePersonnel,Person70
69,dfeaf29e-ef57-4eda-a2c7-039aa77d38c8,knowsLanguage,et,,omission,Person,Person70
70,1f8a8d4e-dec8-44da-bc8e-901e84151b73,jobTitle,Anesthesiology Nurse,,omission,HealthcarePersonnel,Person71
71,22cea693-11c0-4be8-9ee1-835893d07e44,email,tristangilbert@healthcare.org,,omission,HealthcarePersonnel,Person72
71,22cea693-11c0-4be8-9ee1-835893d07e44,email,tristangilbert@healthcare.org,tristangiwbert@healthcare.org,Email Typo,HealthcarePersonnel,Person72
72,699b1daf-498e-4e8a-bf1b-12afbd0a52cb,jobTitle,Neurological Nurse,Neuroloigcal Nurse,Job Title Typo,HealthcarePersonnel,Person73
72,699b1daf-498e-4e8a-bf1b-12afbd0a52cb,birthDate,1963-09-12,12-09-1963,Birth Date Format Change,Person,Person73
72,699b1daf-498e-4e8a-bf1b-12afbd0a52cb,personName,Jonathon Hutchinson,Hutchinson Jonathon,Name Order Change,Person,Person73
72,699b1daf-498e-4e8a-bf1b-12afbd0a52cb,email,jonathonhutchinson@healthcare.org,jonaxhonhutchinson@healthcare.org,Email Typo,HealthcarePersonnel,Person73
72,699b1daf-498e-4e8a-bf1b-12afbd0a52cb,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person73
72,699b1daf-498e-4e8a-bf1b-12afbd0a52cb,knowsLanguage,nl,,omission,Person,Person73
73,c72c1863-a478-4863-91af-f050e1e610b0,birthDate,1980-12-01,,omission,Person,Person74
73,c72c1863-a478-4863-91af-f050e1e610b0,email,shelbyleblanc@healthcare.org,shelbylexlanc@healthcare.org,Email Typo,HealthcarePersonnel,Person74
74,e3e47ecd-c406-4a0b-9545-898582d921e1,personName,Gary Gibson,Gibson Gary,Name Order Change,Person,Person75
74,e3e47ecd-c406-4a0b-9545-898582d921e1,birthDate,1965-05-14,,omission,Person,Person75
75,1bf2444a-e40f-433b-a75a-f509b92fca56,email,michaelwilliams@healthcare.org,,omission,HealthcarePersonnel,Person76
76,c3b974e4-5bfd-4bb4-b341-c0bec3e5c2d1,birthDate,1976-10-01,,omission,Person,Person77
76,c3b974e4-5bfd-4bb4-b341-c0bec3e5c2d1,jobTitle,Cytotechnologist,Cytotechonlogist,Job Title Typo,HealthcarePersonnel,Person77
76,c3b974e4-5bfd-4bb4-b341-c0bec3e5c2d1,email,maryporter@healthcare.org,marwporter@healthcare.org,Email Typo,HealthcarePersonnel,Person77
77,b5c9e921-de1b-4215-904f-6274886b00e6,birthDate,1979-01-13,,omission,Person,Person78
77,b5c9e921-de1b-4215-904f-6274886b00e6,email,chloerodriguez@healthcare.org,chloerodwiguez@healthcare.org,Email Typo,HealthcarePersonnel,Person78
78,8a94c42a-1422-4866-b3c7-b6d42f0a6c4b,jobTitle,Dialysis Nurse,Dialysi sNurse,Job Title Typo,HealthcarePersonnel,Person79
78,8a94c42a-1422-4866-b3c7-b6d42f0a6c4b,birthDate,1977-03-05,,omission,Person,Person79
79,3b3a9486-17d6-4b86-bd43-582af150b209,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person80
79,3b3a9486-17d6-4b86-bd43-582af150b209,personName,Jason Larson,J. Larson,Name Abbreviation,Person,Person80
79,3b3a9486-17d6-4b86-bd43-582af150b209,birthDate,1963-01-21,21-01-1963,Birth Date Format Change,Person,Person80
79,3b3a9486-17d6-4b86-bd43-582af150b209,jobTitle,Dialysis Nurse,,omission,HealthcarePersonnel,Person80
80,740ce720-5902-4b55-abc5-4b18cd6171b5,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person81
80,740ce720-5902-4b55-abc5-4b18cd6171b5,personName,Travis Williams,T. Williams,Name Abbreviation,Person,Person81
80,740ce720-5902-4b55-abc5-4b18cd6171b5,jobTitle,GI Nurse,,omission,HealthcarePersonnel,Person81
81,057141b1-aabc-451f-bc91-05ee6c752883,jobTitle,GI Technician,,omission,HealthcarePersonnel,Person82
81,057141b1-aabc-451f-bc91-05ee6c752883,jobTitle,GI Technician,GI Technicina,Job Title Typo,HealthcarePersonnel,Person82
82,c4af6ae4-e900-42e1-9959-156477093d79,personName,Matthew Sharp,M. Sharp,Name Abbreviation,Person,Person83
82,c4af6ae4-e900-42e1-9959-156477093d79,knowsLanguage,de,German,Language Representation Change,Person,Person83
82,c4af6ae4-e900-42e1-9959-156477093d79,birthDate,1989-11-14,14-11-1989,Birth Date Format Change,Person,Person83
82,c4af6ae4-e900-42e1-9959-156477093d79,jobTitle,Speech Pathologist,,omission,HealthcarePersonnel,Person83
83,5d6e3c4e-2ae1-4c81-bcf7-597e20ee7786,jobTitle,Speech Therapist,Speech Therpaist,Job Title Typo,HealthcarePersonnel,Person84
83,5d6e3c4e-2ae1-4c81-bcf7-597e20ee7786,birthDate,1988-01-19,,omission,Person,Person84
83,5d6e3c4e-2ae1-4c81-bcf7-597e20ee7786,email,gregorycopeland@healthcare.org,grjgorycopeland@healthcare.org,Email Typo,HealthcarePersonnel,Person84
84,0362d0d2-a71e-4258-b0bb-d427fb9fe536,birthDate,1967-11-03,03-11-1967,Birth Date Format Change,Person,Person85
84,0362d0d2-a71e-4258-b0bb-d427fb9fe536,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person85
84,0362d0d2-a71e-4258-b0bb-d427fb9fe536,birthDate,1967-11-03,,omission,Person,Person85
84,0362d0d2-a71e-4258-b0bb-d427fb9fe536,email,daviddavila@healthcare.org,daviddcvila@healthcare.org,Email Typo,HealthcarePersonnel,Person85
84,0362d0d2-a71e-4258-b0bb-d427fb9fe536,personName,David Davila,Davila David,Name Order Change,Person,Person85
85,3041dbb4-f555-4423-b59d-5c50f16e06ed,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person86
85,3041dbb4-f555-4423-b59d-5c50f16e06ed,birthDate,1996-10-11,11-10-1996,Birth Date Format Change,Person,Person86
85,3041dbb4-f555-4423-b59d-5c50f16e06ed,birthDate,1996-10-11,,omission,Person,Person86
85,3041dbb4-f555-4423-b59d-5c50f16e06ed,email,stephanierodriguez@healthcare.org,stephanierodbiguez@healthcare.org,Email Typo,HealthcarePersonnel,Person86
86,380b588e-11f0-4ec1-a525-c0f89f851d5f,knowsLanguage,nl,,omission,Person,Person87
87,121ea68e-a1a8-4b44-8922-d33ee79bf6ef,email,bryancole@healthcare.org,,omission,HealthcarePersonnel,Person88
88,cb372bdd-1bcd-4c63-a9c2-b5878c6d0114,jobTitle,Renal Dietitian,Renal Dietitain,Job Title Typo,HealthcarePersonnel,Person89
88,cb372bdd-1bcd-4c63-a9c2-b5878c6d0114,birthDate,1986-01-26,26-01-1986,Birth Date Format Change,Person,Person89
88,cb372bdd-1bcd-4c63-a9c2-b5878c6d0114,personName,David George,D. George,Name Abbreviation,Person,Person89
88,cb372bdd-1bcd-4c63-a9c2-b5878c6d0114,email,davidgeorge@healthcare.org,,omission,HealthcarePersonnel,Person89
89,ab9bf856-e20d-45c0-b002-ff39d64d2a15,personName,Nicole Garcia,N. Garcia,Name Abbreviation,Person,Person90
89,ab9bf856-e20d-45c0-b002-ff39d64d2a15,birthDate,1966-11-02,02-11-1966,Birth Date Format Change,Person,Person90
89,ab9bf856-e20d-45c0-b002-ff39d64d2a15,jobTitle,Histology Technician,,omission,HealthcarePersonnel,Person90
90,ac96167d-a574-4898-916c-91da2c601312,birthDate,1976-06-28,28-06-1976,Birth Date Format Change,Person,Person91
90,ac96167d-a574-4898-916c-91da2c601312,jobTitle,Pathologist,,omission,HealthcarePersonnel,Person91
90,ac96167d-a574-4898-916c-91da2c601312,jobTitle,Pathologist,Ptahologist,Job Title Typo,HealthcarePersonnel,Person91
90,ac96167d-a574-4898-916c-91da2c601312,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person91
91,1797ce99-3847-4bac-8acd-bea381b8190d,knowsLanguage,de,,omission,Person,Person92
92,b190abfa-7bf8-4117-97d1-b0becbd007d1,knowsLanguage,de,,omission,Person,Person93
92,b190abfa-7bf8-4117-97d1-b0becbd007d1,email,nicolejacobs@healthcare.org,nicolejacmbs@healthcare.org,Email Typo,HealthcarePersonnel,Person93
93,99ebc199-6039-44cf-9eeb-907775714c3b,jobTitle,General Practitioner,,omission,HealthcarePersonnel,Person94
93,99ebc199-6039-44cf-9eeb-907775714c3b,personName,Joseph Perez,J. Perez,Name Abbreviation,Person,Person94
93,99ebc199-6039-44cf-9eeb-907775714c3b,email,josephperez@healthcare.org,josephperyz@healthcare.org,Email Typo,HealthcarePersonnel,Person94
93,99ebc199-6039-44cf-9eeb-907775714c3b,birthDate,1978-07-22,22-07-1978,Birth Date Format Change,Person,Person94
94,616f8e4d-f895-497b-a642-3f9b29dd7df6,email,sarahhudson@healthcare.org,sarahhuqson@healthcare.org,Email Typo,HealthcarePersonnel,Person95
94,616f8e4d-f895-497b-a642-3f9b29dd7df6,jobTitle,General Practitioner,,omission,HealthcarePersonnel,Person95
94,616f8e4d-f895-497b-a642-3f9b29dd7df6,jobTitle,General Practitioner,eGneral Practitioner,Job Title Typo,HealthcarePersonnel,Person95
95,6192083f-d999-4865-ac13-0b103a5dacd6,email,christophernunez@healthcare.org,christopnernunez@healthcare.org,Email Typo,HealthcarePersonnel,Person96
95,6192083f-d999-4865-ac13-0b103a5dacd6,birthDate,1969-03-22,22-03-1969,Birth Date Format Change,Person,Person96
95,6192083f-d999-4865-ac13-0b103a5dacd6,knowsLanguage,nl,,omission,Person,Person96
95,6192083f-d999-4865-ac13-0b103a5dacd6,jobTitle,Gynecologist,Gynecolgoist,Job Title Typo,HealthcarePersonnel,Person96
95,6192083f-d999-4865-ac13-0b103a5dacd6,personName,Christopher Nunez,Nunez Christopher,Name Order Change,Person,Person96
96,5c51eaff-58bd-4524-b0ec-e690a35741ce,knowsLanguage,de,,omission,Person,Person97
