label,left_availableLanguage,left_contactType,left_email,left_faxNumber,left_telephone,right_availableLanguage,right_contactType,right_email,right_faxNumber,right_telephone
,"['et', 'en']",Referrals,Carter.Pediatric@dept.healthcare.org,001-445-584-4671x163,668-518-7344x0594,['nl'],Staff,FaulknerHoward.Primary@dept.healthcare.nl,(0524)-583375,(051) 8323639
,"['de', 'en']",Information,ReedFry.Radiography@dept.healthcare.org,(538)271-1821x53945,(834)636-1216x51002,['de'],Ãberweisungen,Obrien.Gastroenterologic@dept.healthcare.org,+1-754-412-2438x90681,325.313.9825x177
,"['et', 'en']",Referrals,Carter.Optometric@dept.healthcare.org,294-440-9541x0907,518.996.4982x3071,"['et', 'en']",haldus-,Carter@healthcare.org,951-537-5806x6065,4618126486
,['nl'],Referrals,Nash.Nursing@dept.healthcare.org,041 5604324,053 6068424,"['nl', 'en']",personeel,BuckBurke.Laboratory@dept.healthcare.org,+31610-043398,0565-447879
,"['de', 'en']",Staff,Smith.Rheumatologic@dept.healthcare.org,+1-607-584-5704x04432,731-869-9906,['et'],hÃ¤daolukord,Bishop.Plastic@dept.healthcare.org,(542)282-8785,(253)617-7670x48830
,['de'],Staff,GibbsReese.Laboratory@dept.healthcare.org,+1-569-375-8884x869,646.346.6651x804,['et'],personal,Mathis.Psychiatric@dept.healthcare.org,935-578-6833x61770,+1-557-350-1390x164
,['de'],Emergency,Garcia.Psychiatric@dept.healthcare.org,915.499.8919x25474,463-459-4238,"['de', 'en']",Referrals,LeePatton.Pahtology@dept.healthcare.org,(667)512-4257,+1-709-625-5689x829
,"['et', 'en']",Emergency,LongMartinez.Optometric@dept.healthcare.org,(986)831-3507x6668,(786)516-6261x65962,"['nl', 'en']",noodgeval,Riggs.Primary@dept.healthcare.org,0724-240035,0426-963913
,['nl'],General Inquiries,Riggs@healthcare.org,+31448 518321,+31(0)714-543910,['de'],Information,Garcia.Podiatric@dept.healthcare.de,(629)287-1395,672.893.9656
,"['nl', 'en']",Appointments,PriceRobinson.Obstetric@dept.healthcare.org,0879 859362,(031)-9509423,"['nl', 'en']",Appointments,Nash.Anesthesia@dept.healthcare.nl,(0083) 787995,040 0925263
,"['nl', 'en']",Appointments,PriceRobinson.Obstetric@dept.healthcare.org,0879 859362,(031)-9509423,"['et', 'en']",Information,Bishop.Otolarynglogic@dept.healthcare.org,+1-223-450-5181x3575,262.804.0716
,['et'],General Inquiries,Green@healthcare.org,275.615.9179x533,886-684-8339,['nl'],verwijzingen,PriceRobinson.Neurologic@dept.healthcare.org,098 4481074,+31(0)98 7338672
,"['et', 'en']",Appointments,Carter.Cardiovascular@dept.healthcare.org,504.730.3584x06533,(576)959-0019x977,['de'],Information,Obrien.Hematologic@dept.healthcare.org,001-566-292-2396,+1-342-322-0338x1177
,['et'],Staff,Arnold.Dermatology@dept.healthcare.org,+1-286-771-2721x647,799.475.4308x95127,"['de', 'en']",Staff,Garcia.Primary@dept.healthcare.de,8263505589,416.261.9485
,['nl'],Information,PriceRobinson.Gastroenterologic@dept.healthcare.org,+31664-381415,(0945) 365865,"['nl', 'en']",Appointments,FaulknerHoward.Midwifery@dept.healthcare.nl,(0695) 410390,(046)-8811970
,"['de', 'en']",Staff,Guerrero.Physiotherapy@dept.healthcare.org,+1-540-271-5120,356.276.1728,"['de', 'en']",Appointments,Smith.Speech@dept.healthcare.de,815-467-9103x12707,891.719.2729x010
,"['de', 'en']",Appointments,Obrien.Radiography@dept.healthcare.org,460-529-6419x417,2026010750,"['nl', 'en']",Appointments,FaulknerHoward.Midwifery@dept.healthcare.nl,(0695) 410390,(046)-8811970
,['de'],Appointments,Cook.Primary@dept.healthcare.org,696-231-6937x983,355.597.6288x1867,"['et', 'en']",Referrals,Carter.Cardiovascular@dept.healthcare.et,+1-599-929-2658x8335,279.871.5682
,['de'],Appointments,LeePatton.Speech@dept.healthcare.org,4198521617,(549)984-9987x6792,['nl'],General Inquiries,WilliamsWiliams@healthcare.org,+31919-155875,+31(0)163 968373
,"['nl', 'en']",Appointments,PriceRobinson.Musculoskeletal@dept.healthcare.org,+31(0)095-224292,032 1567698,"['de', 'en']",Referrals,LeePatton.Midwifery@dept.healthcare.de,939.323.3323x132,512-533-8071
,"['de', 'en']",Appointments,Smith.Speech@dept.healthcare.org,815-467-9103x12707,891.719.2729x010,"['et', 'en']",teave,Mathis.Primary@dept.healthcare.org,+1-715-440-4006x5079,913-765-4098
,"['et', 'en']",Emergency,Arnold.Nursing@dept.healthcare.org,375-594-9393,+1-660-751-7435x7670,['et'],ametisse nimetamine,Daniel.Physiotherapy@dept.healthcare.org,(669)386-4268,(373)813-7056
,"['de', 'en']",Staff,Guerrero.Physiotherapy@dept.healthcare.org,+1-540-271-5120,356.276.1728,"['de', 'en']",Notfall,Newton.Endocrine@dept.healthcare.org,9515762700,964-588-3497x992
,"['et', 'en']",Appointments,Green.Genetic@dept.healthcare.org,001-374-244-3600,+1-407-382-8239,['et'],suunamine,Daniel.Primary@dept.healthcare.org,9322973887,688.430.5334x4664
,['et'],Staff,LongMartinez.Respiratory@dept.healthcare.org,(872)381-7936x662,346.622.0231,"['et', 'en']",teave,Mathis.Primary@dept.healthcare.org,+1-715-440-4006x5079,913-765-4098
,['de'],Information,Obrien.Hematologic@dept.healthcare.org,001-566-292-2396,+1-342-322-0338x1177,"['et', 'en']",teave,Green.Community@dept.healthcare.org,+1-892-897-5956x928,001-237-952-0782x64973
,"['et', 'en']",Administrative,Fisher@healthcare.org,873.957.6070,318.777.2785x2646,['et'],Staff,Austin.Psychiatric@dept.healthcare.et,743-658-1950x5910,001-403-489-0102x079
,['de'],Appointments,LeePatton.Dermatology@dept.healthcare.org,209-363-4597x2938,(563)742-8996x132,['et'],suunamine,Daniel.Primary@dept.healthcare.org,9322973887,688.430.5334x4664
,"['de', 'en']",General Inquiries,Guerrero@healthcare.org,+1-714-487-8674x238,(227)990-6196x5387,['nl'],Referrals,ValenciaThojmas.Obstetric@dept.healthcare.org,0242-447800,0265 599503
,"['de', 'en']",Referrals,LeePatton.Pathology@dept.healthcare.org,(667)512-4257,+1-709-625-5689x829,['de'],Staff,Baker.Gastroenterologic@dept.healthcare.de,(230)733-7758x92537,584-725-0107
,"['et', 'en']",Appointments,Carter.Cardiovascular@dept.healthcare.org,504.730.3584x06533,(576)959-0019x977,['et'],Administrative,Garrett@healthcare.et,671.948.4185x83989,339-733-2871
,"['nl', 'en']",Appointments,PriceRobinson.Musculoskeletal@dept.healthcare.org,+31(0)095-224292,032 1567698,['de'],Referrals,Garcgia.Public@dept.healthcare.org,5768910649,+1-752-463-3297x96930
,['et'],Staff,Austin.Psychiatric@dept.healthcare.org,743-658-1950x5910,001-403-489-0102x079,"['de', 'en']",Referrals,Cook.nAesthesia@dept.healthcare.org,220-594-6820x8668,+1-981-413-7263x57452
,"['et', 'en']",Information,Arnold.Renal@dept.healthcare.org,5366036318,424-377-9740x712,['nl'],informatie,PriceRobinson.Gastroenterologic@dept.healthcare.org,+31664-381415,(0945) 365865
,"['et', 'en']",Administrative,Carter@healthcare.org,951-537-5806x6065,4618126486,"['de', 'en']",Staff,ReedFry.Nteurologic@dept.healthcare.org,(454)262-6764x3430,501.828.4795x741
,['de'],Emergency,Williams.Gastroenterologic@dept.healthcare.org,319-438-1357,(844)892-6012,"['de', 'en']",Information,ReedFry.Radiography@dept.healthcare.org,(538)271-1821x53945,(834)636-1216x51002
,['nl'],Referrals,ValenciaThomas.Obstetric@dept.healthcare.org,0242-447800,0265 599503,['et'],personal,Mathis.Psychiatric@dept.healthcare.org,935-578-6833x61770,+1-557-350-1390x164
,['et'],Appointments,Daniel.Physiotherapy@dept.healthcare.org,(669)386-4268,(373)813-7056,"['et', 'en']",Emergency,Daniel.Surngical@dept.healthcare.org,(417)435-0278x7680,871.274.3660
,"['et', 'en']",Information,Mathis.Primary@dept.healthcare.org,+1-715-440-4006x5079,913-765-4098,"['de', 'en']",Staff,ReedFry.Nteurologic@dept.healthcare.org,(454)262-6764x3430,501.828.4795x741
,['de'],Information,ReedFry.Optometric@dept.healthcare.org,(443)232-1659x744,+1-530-330-4080x58378,['et'],ametisse nimetamine,Bishop.Pathology@dept.healthcare.org,337-222-1289,001-227-419-5814x380
,"['et', 'en']",Emergency,Fisher.Pathology@dept.healthcare.org,(468)305-3460x795,306-360-1684x334,['de'],Ãberweisungen,Newton.Community@dept.healthcare.org,287.724.1988,+1-586-358-7107
,"['de', 'en']",Billing,Garcia@healthcare.org,524.492.6947x11801,+1-768-275-7738x93055,"['de', 'en']",Information,LeePatton.Infectious@dept.healthcare.org,(515)498-3601,001-366-736-9526x455
,['nl'],Emergency,Riggs.Pulmonary@dept.healthcare.org,+31(0)641 894827,(074)-6598211,['nl'],Information,Nash.Pharmacy@dept.healthcare.nl,+31(0)585-898643,+3168-2180831
,"['et', 'en']",Information,Bishop.Otolaryngologic@dept.healthcare.org,+1-223-450-5181x3575,262.804.0716,['et'],suunamine,Brady.Gastroenterologic@dept.healthcare.org,(449)232-8774x711,001-999-641-5126
,"['et', 'en']",Emergency,Green.Urologic@dept.healthcare.org,643.515.7458,(778)908-5327,"['et', 'en']",suunamine,Brady.Endocrine@dept.healthcare.org,001-900-504-7180,347.571.9451x65015
,['de'],Referrals,LeePatton.Pediatric@dept.healthcare.org,(838)551-1985x8596,352-599-1118,['de'],Ãberweisungen,GibbsReese.Gastroenterologic@dept.healthcare.org,596.854.9487,602.202.8187x957
,"['nl', 'en']",Appointments,WilliamsWilliams.Oncologic@dept.healthcare.org,+31(0)943-281583,+3105-5131860,"['nl', 'en']",Referrals,Nash.cGastroenterologic@dept.healthcare.org,+31(0)082 111913,0090 292719
,['et'],Referrals,Daniel.Primary@dept.healthcare.org,9322973887,688.430.5334x4664,['nl'],Staff,BuckBurke.Dentisrty@dept.healthcare.org,032 3614982,055 4410510
,['nl'],Staff,WilliamsWilliams.Community@dept.healthcare.org,+31894 020185,090-0938555,['et'],hÃ¤daolukord,Bishop.Plastic@dept.healthcare.org,(542)282-8785,(253)617-7670x48830
,['et'],Emergency,Bishop.Plastic@dept.healthcare.org,(542)282-8785,(253)617-7670x48830,['de'],Information,Baker.Podiatric@dept.healthcare.org,278-400-1316,993-475-1775x08313
,['de'],Appointments,Cook.Primary@dept.healthcare.org,696-231-6937x983,355.597.6288x1867,"['nl', 'en']",Referrals,SantanaShaw.Rheumatologic@dept.healthcare.nl,(0834)-606772,+31(0)02 0865150
,"['de', 'en']",Referrals,Cook.Anesthesia@dept.healthcare.org,220-594-6820x8668,+1-981-413-7263x57452,"['et', 'en']",Information,Mathis.Laboratory@dept.healthcare.et,001-691-983-8727x95321,516.929.9513
,"['de', 'en']",Emergency,Williams.Public@dept.healthcare.org,+1-801-626-6923x81006,369.274.0297,"['de', 'en']",Personal,Guerrero.Physiotherapy@dept.healthcare.org,+1-540-271-5120,356.276.1728
,['nl'],Staff,PriceRobinson.Emergency@dept.healthcare.org,+3113 1233851,(0361) 141526,['et'],teave,Fisher.Emergency@dept.healthcare.org,(496)890-6515x83885,349-582-8740
,"['nl', 'en']",Referrals,Nash.Gastroenterologic@dept.healthcare.org,+31(0)082 111913,0090 292719,"['et', 'en']",Referrals,LongMartienz.Hematologic@dept.healthcare.org,001-861-780-8548x852,8724383779
,"['de', 'en']",Information,Obrien.Otolaryngologic@dept.healthcare.org,001-561-288-0097x06829,(650)873-8401x041,['nl'],Referrals,ValenciaThojmas.Obstetric@dept.healthcare.org,0242-447800,0265 599503
,"['et', 'en']",Referrals,Mathis.Toxicologic@dept.healthcare.org,(532)537-9645x24465,538.395.0218x13265,"['et', 'en']",Information,Arnold.Obstetric@dept.healthcare.et,+1-222-594-2249,+1-514-546-9752x519
,"['et', 'en']",Information,Carter.Pulmonary@dept.healthcare.org,001-346-443-2133x440,491.388.2159,"['de', 'en']",Appointments,ReedFry.Endocrine@dept.healthcare.de,797.626.1494x025,+1-274-335-9196
,"['nl', 'en']",Appointments,ValenciaThomas.Geriatric@dept.healthcare.org,081-1413435,0437-924097,"['de', 'en']",Appointments,Obrien.RRadiography@dept.healthcare.org,460-529-6419x417,2026010750
,"['nl', 'en']",Administrative,SantanaShaw@healthcare.org,(000) 2489451,+31634 896769,['et'],Staff,Austin.Rheuumatologic@dept.healthcare.org,(890)673-4942x31631,(403)407-5452x6468
,['nl'],Emergency,ValenciaThomas.Geriatric@dept.healthcare.org,067-0090355,+31(0)16-6103758,"['et', 'en']",teave,LongMartinez.Physiotherapy@dept.healthcare.org,(849)440-4525x5757,(995)800-1949x4682
,['nl'],Referrals,PriceRobinson.Neurologic@dept.healthcare.org,098 4481074,+31(0)98 7338672,['nl'],Staff,Rfiggs.Psychiatric@dept.healthcare.org,(0303) 524308,(0846) 477996
,['nl'],Staff,BuckBurke.Primary@dept.healthcare.org,+31(0)733 359514,+31115 101824,"['de', 'en']",Information,Obrien.Optometric@dept.healthcare.org,525.316.1891x9953,001-592-222-2836x8684
,"['et', 'en']",Administrative,Fisher@healthcare.org,873.957.6070,318.777.2785x2646,"['de', 'en']",Allgemeine Anfragen,Guerrero@healthcare.org,+1-714-487-8674x238,(227)990-6196x5387
,['nl'],Appointments,Riggs.Plastic@dept.healthcare.org,+31(0)10-7644694,(008) 1065335,['et'],suunamine,Brady.Gastroenterologic@dept.healthcare.org,(449)232-8774x711,001-999-641-5126
,"['et', 'en']",Emergency,Green.Urologic@dept.healthcare.org,643.515.7458,(778)908-5327,['de'],Information,ReedFry.Optometric@dept.healthcare.org,(443)232-1659x744,+1-530-330-4080x58378
,['nl'],Referrals,ValenciaThomas.Pulmonary@dept.healthcare.org,(041)-7298482,+3115-3711172,"['de', 'en']",Appointments,ReedFry.Endocrine@dept.healthcare.de,797.626.1494x025,+1-274-335-9196
,"['nl', 'en']",Information,Riggs.Dentistry@dept.healthcare.org,+31(0)350-019861,(0098) 416565,"['et', 'en']",Billing,Austin@healthcare.et,8826759451,416-588-2223
,"['nl', 'en']",Referrals,ValenciaThomas.Endocrine@dept.healthcare.org,(058)-7351419,(041) 0559302,"['et', 'en']",Referrals,Carter.Cardiovascular@dept.healthcare.et,+1-599-929-2658x8335,279.871.5682
,"['de', 'en']",General Inquiries,Guerrero@healthcare.org,+1-714-487-8674x238,(227)990-6196x5387,"['de', 'en']",Appointments,Johnson.Cardiovascular@dept.healthcare.de,+1-577-817-7002x6210,001-239-652-6514x45185
,"['de', 'en']",Information,ReedFry.Radiography@dept.healthcare.org,(538)271-1821x53945,(834)636-1216x51002,"['de', 'en']",Information,Obrien.Optometric@dept.healthcare.org,525.316.1891x9953,001-592-222-2836x8684
,"['et', 'en']",Emergency,Green.Urologic@dept.healthcare.org,643.515.7458,(778)908-5327,['nl'],Appointments,SantanaShaw.Dentistry@dept.healthcare.nl,+3146-2082263,+31419-921707
,"['nl', 'en']",General Inquiries,Nash@healthcare.org,+31(0)06-9602714,0935 233769,"['et', 'en']",hÃ¤daolukord,Bishop.Endocrine@dept.healthcare.org,733.591.6805x084,(676)411-4213x94209
,['de'],Billing,Smith@healthcare.org,4353574485,001-604-450-9322x7175,['et'],Billing,LongMartinez@healthcare.et,001-408-608-6259x118,(492)964-8022
,"['et', 'en']",Emergency,Fisher.Pathology@dept.healthcare.org,(468)305-3460x795,306-360-1684x334,"['de', 'en']",Administrative,Baker@healthcare.de,001-617-585-5103x374,820-929-8300
,"['et', 'en']",Referrals,Carter.Cardiovascular@dept.healthcare.org,+1-599-929-2658x8335,279.871.5682,"['de', 'en']",Referrals,LeePatton.Pahtology@dept.healthcare.org,(667)512-4257,+1-709-625-5689x829
,"['et', 'en']",Staff,Green.Public@dept.healthcare.org,356-293-8088,397-985-3806x55803,['de'],Information,Garcia.Pulmonary@dept.healthcare.de,520.890.7788,519-441-3491x16725
,['nl'],Staff,BuckBurke.Dentistry@dept.healthcare.org,032 3614982,055 4410510,"['de', 'en']",Appointments,ReedFry.Endocrine@dept.healthcare.de,797.626.1494x025,+1-274-335-9196
,['de'],Emergency,Baker.Anesthesia@dept.healthcare.org,(786)610-0132,001-229-863-8942x09877,"['et', 'en']",Information,Mathis.Laboratory@dept.healthcare.et,001-691-983-8727x95321,516.929.9513
,"['et', 'en']",Appointments,Brady.Toxicologic@dept.healthcare.org,553-308-3780x650,9047689415,['nl'],Referrals,Chan.nfectious@dept.healthcare.org,(0118)-449657,+31(0)70-5750575
,['de'],Staff,Garcia.Midwifery@dept.healthcare.org,001-224-907-5758x349,(825)518-9729,['de'],Emergency,Baker.Aneshesia@dept.healthcare.org,(786)610-0132,001-229-863-8942x09877
,['nl'],Information,ValenciaThomas.Infectious@dept.healthcare.org,(0103) 079567,+31(0)050 475929,"['et', 'en']",Referrals,Carter.Optometric@dept.healthcare.et,294-440-9541x0907,518.996.4982x3071
,['nl'],Administrative,FaulknerHoward@healthcare.org,+31578 156593,021-9489241,['nl'],Staff,WilliamsWilliams.Community@dept.healthcare.nl,+31894 020185,090-0938555
,['et'],Information,Fisher.Emergency@dept.healthcare.org,(496)890-6515x83885,349-582-8740,"['nl', 'en']",Staff,Chan.Toxicologic@dept.healthcare.nl,(0186) 180455,(089)-6304883
,['de'],General Inquiries,GibbsReese@healthcare.org,402.484.0065x2822,7863408115,"['de', 'en']",Staff,Neton.Urologic@dept.healthcare.org,891.667.9012x7643,+1-722-390-3140x32696
,['nl'],Billing,ValenciaThomas@healthcare.org,(035)-5645641,(054)-6921658,"['nl', 'en']",Information,BuckBurkeP.ulmonary@dept.healthcare.org,+31300-477006,0520 195182
,"['de', 'en']",Staff,Garcia.Primary@dept.healthcare.org,8263505589,416.261.9485,['de'],Notfall,Williams.Gastroenterologic@dept.healthcare.org,319-438-1357,(844)892-6012
,['et'],Staff,LongMartinez.Primary@dept.healthcare.org,286.250.6068,819.719.8417,"['nl', 'en']",afspraken,WilliamsWilliams.Oncologic@dept.healthcare.org,+31(0)943-281583,+3105-5131860
,"['et', 'en']",Information,Bishop.Otolaryngologic@dept.healthcare.org,+1-223-450-5181x3575,262.804.0716,['nl'],het factureren,ValenciaThomas@healthcare.org,(035)-5645641,(054)-6921658
,"['nl', 'en']",Appointments,FaulknerHoward.Midwifery@dept.healthcare.org,(0695) 410390,(046)-8811970,"['nl', 'en']",Staff,Chan.Toxicologic@dept.healthcare.nl,(0186) 180455,(089)-6304883
,['de'],Appointments,Cook.Endocrine@dept.healthcare.org,508-546-0002,001-408-652-2873x3602,"['de', 'en']",Allgemeine Anfragen,Guerrero@healthcare.org,+1-714-487-8674x238,(227)990-6196x5387
,"['de', 'en']",Information,Baker.Respiratory@dept.healthcare.org,(588)583-2696x03608,499.900.8885,['et'],Appointments,Green.Rheumatoloic@dept.healthcare.org,566-270-5216,001-216-444-1588x1009
,['de'],Appointments,LeePatton.Speech@dept.healthcare.org,4198521617,(549)984-9987x6792,"['et', 'en']",suunamine,Brady.Endocrine@dept.healthcare.org,001-900-504-7180,347.571.9451x65015
,"['nl', 'en']",Staff,Nash.Gynecologic@dept.healthcare.org,025 5318724,(0221) 772442,"['de', 'en']",Staff,ReedFry.Nteurologic@dept.healthcare.org,(454)262-6764x3430,501.828.4795x741
,"['de', 'en']",Emergency,LopezKey.Musculoskeletal@dept.healthcare.org,732-472-5372x18997,(676)926-3634x12755,['et'],Information,Daniel.Psychiatric@dept.healthcare.et,001-658-622-0693x123,001-944-984-5940x05165
,"['de', 'en']",Staff,Newton.Urologic@dept.healthcare.org,891.667.9012x7643,+1-722-390-3140x32696,['nl'],Information,Lam.Gynecologic@dept.healthcare.nl,(061)-5012116,0411 389532
,['de'],Emergency,Smith.Pathology@dept.healthcare.org,(203)449-4197x29415,962-548-4908x482,['et'],Emergency,Green.Repsiratory@dept.healthcare.org,742.994.3126x2390,544.622.9322
,"['nl', 'en']",General Inquiries,Nash@healthcare.org,+31(0)06-9602714,0935 233769,"['nl', 'en']",Appointments,BuckBurke.Laboratory@dept.healthcare.nl,+3130 4299423,(097)-6025894
,['et'],Information,Fisher.Emergency@dept.healthcare.org,(496)890-6515x83885,349-582-8740,"['nl', 'en']",Referrals,Nash.Neurologic@dept.healthcare.nl,+31(0)67-3412904,+31(0)903-976622
,"['de', 'en']",General Inquiries,LopezKey@healthcare.org,393-244-2176,(306)565-0300,"['de', 'en']",Appointments,Smith.Speech@dept.healthcare.de,815-467-9103x12707,891.719.2729x010
,"['et', 'en']",Billing,Austin@healthcare.org,8826759451,416-588-2223,['de'],Emergency,LoepzKey.Dentistry@dept.healthcare.org,864.370.2527x33127,352-764-2213x857
,['et'],Staff,Austin.Psychiatric@dept.healthcare.org,743-658-1950x5910,001-403-489-0102x079,['nl'],Emergency,Riggs.Pulmonary@dept.healthcare.org,+31(0)641 894827,(074)-6598211
,['de'],Referrals,Williams.Gastroenterologic@dept.healthcare.org,(911)667-2598x393,5807119229,['et'],Referrals,Austin.Hemaotlogic@dept.healthcare.org,(257)436-7809,001-888-387-2858x8598
,['nl'],Staff,WilliamsWilliams.Community@dept.healthcare.org,+31894 020185,090-0938555,"['nl', 'en']",Information,WilliamsWilliams.Gastroenterologic@dept.healthcare.nl,0530-539813,(054)-1527076
,"['et', 'en']",Staff,Green.Public@dept.healthcare.org,356-293-8088,397-985-3806x55803,"['et', 'en']",Referrals,LongMartienz.Hematologic@dept.healthcare.org,001-861-780-8548x852,8724383779
,['nl'],Staff,WilliamsWilliams.Community@dept.healthcare.org,047 5469681,+31209-986267,"['et', 'en']",hÃ¤daolukord,Green.Urologic@dept.healthcare.org,643.515.7458,(778)908-5327
,"['et', 'en']",Staff,Mathis.Cardiovascular@dept.healthcare.org,3048290745,001-713-521-4775x023,"['nl', 'en']",Administrative,SantanaaShaw@healthcare.org,(000) 2489451,+31634 896769
,"['nl', 'en']",Emergency,PriceRobinson.Respiratory@dept.healthcare.org,+31(0)97-1305645,0740 190587,['nl'],Referrals,Chan.nfectious@dept.healthcare.org,(0118)-449657,+31(0)70-5750575
,"['nl', 'en']",Information,Riggs.Dentistry@dept.healthcare.org,+31(0)350-019861,(0098) 416565,"['nl', 'en']",afspraken,SantanaShaw.Urologic@dept.healthcare.org,+31(0)56 2847314,(099)-0102983
,['nl'],Information,SantanaShaw.Surgical@dept.healthcare.org,+31(0)203-943740,034 8340854,"['nl', 'en']",Staff,BuckBurke.Pathology@dept.healthcare.nl,+31(0)62-6422329,060 0853882
,['et'],Information,Daniel.Psychiatric@dept.healthcare.org,001-658-622-0693x123,001-944-984-5940x05165,"['de', 'en']",Information,GibbsReese.Hematologic@dept.healthcare.org,265.865.5500,+1-403-755-3875x5229
,['de'],Appointments,LopezKey.Midwifery@dept.healthcare.org,+1-572-275-7274x758,001-379-429-0953x4613,['de'],Referrals,Williams.Gastroenterologic@dept.healthcare.de,(911)667-2598x393,5807119229
,['de'],Appointments,Cook.Endocrine@dept.healthcare.org,508-546-0002,001-408-652-2873x3602,['de'],Ãberweisungen,GibbsReese.Gastroenterologic@dept.healthcare.org,596.854.9487,602.202.8187x957
,['nl'],Information,Nash.Hematologic@dept.healthcare.org,0788 364600,(071)-4954446,['de'],Abrechnung,Smith@healthcare.org,4353574485,001-604-450-9322x7175
,['nl'],Information,Nash.Pharmacy@dept.healthcare.org,+31(0)585-898643,+3168-2180831,['nl'],noodgeval,Chan.Diet@dept.healthcare.org,+3146 3195626,(0953) 248826
,['et'],Staff,Carter.Urologic@dept.healthcare.org,9387443171,426.623.0577x154,"['et', 'en']",suunamine,Brady.Endocrine@dept.healthcare.org,001-900-504-7180,347.571.9451x65015
,"['nl', 'en']",Appointments,WilliamsWilliams.Oncologic@dept.healthcare.org,+31(0)943-281583,+3105-5131860,"['nl', 'en']",Information,FaulknerHoward.Speech@dept.healthcare.nl,(045) 8771652,(082) 4906649
,"['nl', 'en']",Referrals,PriceRobinson.Endocrine@dept.healthcare.org,013 7153472,+31926-844529,['de'],Ãberweisungen,Newton.Community@dept.healthcare.org,287.724.1988,+1-586-358-7107
,['nl'],Information,Nash.Hematologic@dept.healthcare.org,0788 364600,(071)-4954446,"['de', 'en']",Staff,Neton.Urologic@dept.healthcare.org,891.667.9012x7643,+1-722-390-3140x32696
,"['nl', 'en']",Appointments,Riggs.Emergency@dept.healthcare.org,027-6331162,010 4402155,['de'],Ãberweisungen,Obrien.Gastroenterologic@dept.healthcare.org,+1-754-412-2438x90681,325.313.9825x177
,['de'],Information,Williams.Toxicologic@dept.healthcare.org,779-474-3605,381-716-0035x63569,"['de', 'en']",Allgemeine Anfragen,Guerrero@healthcare.org,+1-714-487-8674x238,(227)990-6196x5387
,['de'],Staff,ReedFry.Dermatology@dept.healthcare.org,001-270-498-4558x306,001-651-735-9834,"['et', 'en']",Referrals,Garrett.Podiatriic@dept.healthcare.org,364-678-0347x103,936.734.8282
,"['et', 'en']",Information,Bishop.Otolaryngologic@dept.healthcare.org,+1-223-450-5181x3575,262.804.0716,['de'],Information,Garcia.Gynecologic@dept.healthcare.de,708.746.3819,(891)563-5112x43236
,['et'],Billing,Bishop@healthcare.org,(231)226-7835,+1-945-373-2585x7675,"['nl', 'en']",Appointments,FaulknerHoward.Midwifery@dept.healthcare.nl,(0695) 410390,(046)-8811970
,"['de', 'en']",Emergency,Obrien.Nursing@dept.healthcare.org,323.303.3837x25660,654-421-5099x63625,"['nl', 'en']",noodgeval,Riggs.Primary@dept.healthcare.org,0724-240035,0426-963913
,"['et', 'en']",Administrative,Fisher@healthcare.org,873.957.6070,318.777.2785x2646,"['et', 'en']",hÃ¤daolukord,Garrett.Anesthesia@dept.healthcare.org,+1-655-948-4207x39657,473-772-9840
,['de'],Information,Cook.Community@dept.healthcare.org,001-746-576-8721x0996,350-227-5088,"['nl', 'en']",Information,FaulknerHoward.Speech@dept.healthcare.nl,(045) 8771652,(082) 4906649
,['et'],Billing,LongMartinez@healthcare.org,001-408-608-6259x118,(492)964-8022,"['de', 'en']",Information,Smith.Radiography@dept.healthcare.org,736.858.0559x7376,+1-441-795-0924
,"['de', 'en']",Emergency,Williams.Public@dept.healthcare.org,+1-801-626-6923x81006,369.274.0297,"['nl', 'en']",Information,WilliamsWilliams.Gastroenterologic@dept.healthcare.nl,0530-539813,(054)-1527076
,"['de', 'en']",Emergency,LopezKey.Musculoskeletal@dept.healthcare.org,732-472-5372x18997,(676)926-3634x12755,['de'],General Inquiries,GibbReese@healthcare.org,402.484.0065x2822,7863408115
,['nl'],Referrals,Chan.Infectious@dept.healthcare.org,(0118)-449657,+31(0)70-5750575,"['de', 'en']",Appointments,Obrien.RRadiography@dept.healthcare.org,460-529-6419x417,2026010750
,['nl'],Emergency,Riggs.Geriatric@dept.healthcare.org,+3139 9880320,+3110 1269407,['et'],hÃ¤daolukord,Bishop.Plastic@dept.healthcare.org,(542)282-8785,(253)617-7670x48830
,"['nl', 'en']",Emergency,Riggs.Primary@dept.healthcare.org,0724-240035,0426-963913,['de'],Notfall,Williams.Gastroenterologic@dept.healthcare.org,319-438-1357,(844)892-6012
,"['nl', 'en']",Appointments,Riggs.Emergency@dept.healthcare.org,027-6331162,010 4402155,['nl'],Staff,Rfiggs.Psychiatric@dept.healthcare.org,(0303) 524308,(0846) 477996
,"['de', 'en']",Referrals,LeePatton.Midwifery@dept.healthcare.org,939.323.3323x132,512-533-8071,"['et', 'en']",haldus-,Carter@healthcare.org,951-537-5806x6065,4618126486
,"['de', 'en']",Emergency,Obrien.Nursing@dept.healthcare.org,323.303.3837x25660,654-421-5099x63625,['nl'],verwijzingen,PriceRobinson.Neurologic@dept.healthcare.org,098 4481074,+31(0)98 7338672
,"['nl', 'en']",Referrals,SantanaShaw.Rheumatologic@dept.healthcare.org,(0834)-606772,+31(0)02 0865150,['de'],Emergency,Sith.Pathology@dept.healthcare.org,(203)449-4197x29415,962-548-4908x482
